指标名称,资金净流入额：A股,资金净流入额：主板,美元指数,GDP：当季值,GDP：当季同比,GDP增长贡献率：最终消费支出,GDP增长贡献率：资本形成总额,GDP增长贡献率：货物和服务净出口,全社会用电量：当月值,全社会用电量：当月同比,GDP：当季同比,工业增加值：当月同比,资产负债率,应收账款平均回收期,利润总额：累计同比,工业企业：利润总额：当月同比,固定资产投资完成额：累计同比,房地产开发投资完成额：开发计划总投资：累计同比,房地产开发投资完成额：开发新增固定资产：累计同比,房地产开发计划总投资：当月值,房地产开发新增固定资产投资：当月值,贸易顺差：当月值,贸易顺差：当月同比,财政预算收入：当月值,财政预算收入：当月同比,CPI：当月同比,PPI：全部工业品：当月同比,M2：同比,M2：环比,M2,PMI,宏观经济景气指数：预警指数,涨跌幅：上证综合指数,涨跌幅：沪深300指数
单位,元,元,1973年3月=100,亿元,%,%,%,%,亿千瓦时,%,%,%,%,天,%,%,%,%,%,万元,万元,千美元,%,亿元,%,%,%,%,%,亿元,%,,%,%
2011-12-12,-3322668723,-2413737192,79.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,-1.03
2011-12-13,-6020236135,-4435810897,80.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.87,-2.25
2011-12-14,-3019869541,-1956023952,80.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,-1.01
2011-12-15,-3144198314,-2575716564,80.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.14,-2.36
2011-12-16,1871392927,1414784346,80.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,2.11
2011-12-19,206128597,466384523,80.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.24
2011-12-20,-1416057997,-466370267,79.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.31
2011-12-21,-4019630273,-2899595554,79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.12,-1.6
2011-12-22,-1589495387,-1139856500,79.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,0.1
2011-12-23,1737470963,1577945766,79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.76
2011-12-26,-2577156067,-1701089592,79.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.67,-0.99
2011-12-27,-4014788180,-2558565407,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.09,-1.31
2011-12-28,-838597970,-397305469,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.13
2011-12-29,180839,11677175,80.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.15
2011-12-30,2407250901,1947124212,80.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.49
2011-12-31,,,,138012.1,8.8,51.6,54.2,-5.8,3634,-6.56,8.8,12.8,58.06,,25.4,31.5,23.8,29.7,25.5,50010272,94458763,16520762,26.3,6431,1.44,4.07,1.69,13.6,3.16,851590.9,50.3,101.3,,
2012-01-02,,,80.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-03,,,79.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-04,-3874750252,-2874363451,80.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37,-2
2012-01-05,-1899003998,-1188401558,80.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,-0.97
2012-01-06,-552707405,-329160454,81.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.62
2012-01-09,7728420393,6644565703,80.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,3.4
2012-01-10,7915666464,6961267275,80.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,3.33
2012-01-11,-1146693110,-814932036,81.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,-0.48
2012-01-12,-656994510,29138017,80.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.02
2012-01-13,-6106900500,-3817906827,81.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.34,-1.68
2012-01-16,-4027005695,-2574034520,81.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.71,-2.03
2012-01-17,7062786136,6095837067,81.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,4.9
2012-01-18,-4255909772,-2591844172,80.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.39,-1.56
2012-01-19,3984296402,3754213176,80.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.91
2012-01-20,4626789703,4364909126,80.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.45
2012-01-23,,,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-24,,,79.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-25,,,79.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-26,,,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-27,,,78.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-30,-1156320216,-905688307,79.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.47,-1.73
2012-01-31,-281909172,303371338,79.28,,,,,,3634,,,,,,,,,,,,,27277886,322.2,12912.58,12.31,4.55,0.73,12.4,0.51,855898.89,50.5,98.7,0.33,0.14
2012-02-01,-938955184,-680481714,78.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.07,-1.43
2012-02-02,4810275655,4120448422,78.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,2.36
2012-02-03,3666765043,2160516690,78.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.8
2012-02-06,-399621353,-428383814,79.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,-0.07
2012-02-07,-5318096889,-3644317775,78.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68,-1.85
2012-02-08,8120942114,6337834470,78.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,2.86
2012-02-09,1669673866,1247208806,78.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.04
2012-02-10,914034249,1249003550,79.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.17
2012-02-13,-152970316,-989851563,79.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.06
2012-02-14,-3505176924,-2204170489,79.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.39
2012-02-15,4269671714,3643325520,79.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.09
2012-02-16,-4294910183,-2358426170,79.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,-0.53
2012-02-17,-2840871576,-2064233916,79.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04
2012-02-20,-2217745719,-1150889594,78.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.14
2012-02-21,2040822308,1365508575,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.86
2012-02-22,8076785398,5915126413,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.37
2012-02-23,-1496392240,74871295,78.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.34
2012-02-24,5429441396,5500432340,78.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.6
2012-02-27,124857857,1348273562,78.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.32
2012-02-28,-7075664912,-3960177454,78.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.22
2012-02-29,-7432353537,-4381504104,78.8,,,,,,3863,22.9,,21.3,57.97,,-5.2,,21.47,33.5,66.3,,,-31483000,329.64,8005.7,14.42,3.16,0.03,13,1.32,867171.42,51,91.3,-0.95,-1.06
2012-03-01,-2097524046,-1567657335,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.03
2012-03-02,5571387727,4688513344,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.77
2012-03-05,-5101820664,-3455676100,79.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.64,-0.64
2012-03-06,-7905527088,-6124049035,79.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.41,-1.56
2012-03-07,-3628632369,-2935492969,79.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65,-0.69
2012-03-08,2063445656,2112542691,79.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.26
2012-03-09,4803577958,3058800958,79.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1.08
2012-03-12,-4611841015,-3622387573,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.37
2012-03-13,1291779585,1073457959,80.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,1
2012-03-14,-10867528345,-7284584657,80.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.63,-2.83
2012-03-15,-7498376437,-5718321596,80.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73,-0.75
2012-03-16,2175969333,1420465365,79.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.47
2012-03-19,-14829532,91941939,79.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.25
2012-03-20,-9828740594,-6418093064,79.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.38,-1.73
2012-03-21,-4483748871,-3136920590,79.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.13
2012-03-22,-3560268452,-2786221998,79.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.16
2012-03-23,-9010388821,-6129738840,79.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,-1.19
2012-03-26,-3288074765,-2310120258,78.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.1
2012-03-27,-3729033676,-2460743460,79.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,-0.32
2012-03-28,-10741224630,-7275905141,79.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.65,-2.84
2012-03-29,-4277084717,-2941342819,79.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.43,-1.28
2012-03-30,-2528177710,-1370852785,78.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.48
2012-03-31,,,,117357.6,8.1,76.5,33.3,-9.9,4160,7,8.1,11.9,58.74,,-1.3,4.5,20.9,29.4,53.5,80082687,24275713,5347301,3753.55,9057.97,18.7,3.59,-0.32,13.4,3.27,895565.5,53.1,91.3,,
2012-04-02,,,78.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-03,,,79.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-04,,,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-05,7253836900,6813385809,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,2.36
2012-04-06,429663650,930602416,79.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.28
2012-04-09,-2639861286,-1424513345,79.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,-0.98
2012-04-10,-3414864723,-2423170564,79.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.99
2012-04-11,1460973214,1500664288,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.01
2012-04-12,6563453070,6027058723,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2
2012-04-13,2047592606,3045344121,79.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.39
2012-04-16,-1893984850,-676870640,79.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,-0.25
2012-04-17,-7406292186,-5915229257,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.94,-1.25
2012-04-18,5279247568,4496549743,79.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,2.28
2012-04-19,-4454741085,-2848354513,79.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,-0.15
2012-04-20,4280134054,4640586571,79.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.19
2012-04-23,-8009261542,-3671362944,79.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76,-0.79
2012-04-24,-8337905133,-5635491934,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-0.04
2012-04-25,4909162108,5485171877,79.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.81
2012-04-26,-3733237916,-1945108362,79.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,0.21
2012-04-27,-4583795373,-3329102904,78.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,-0.2
2012-04-30,,,78.76,,,,,,3899,3.74,,9.3,59,,-1.6,2.2,20.24,27.9,39.8,76081211,14036713,18427188,61.34,10774,6.9,3.37,-0.7,12.8,-0.67,889604.04,53.3,87.3,,
2012-05-01,,,78.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-02,2535902588,3207476954,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,2.18
2012-05-03,-396434605,-551376018,79.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.3
2012-05-04,1199435018,642202379,79.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.91
2012-05-07,-1705751205,-1897152510,79.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.07
2012-05-08,-4450019748,-4079450331,79.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,-0.32
2012-05-09,-8411097234,-5821504857,80.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65,-1.9
2012-05-10,-3819846816,-2976283779,80.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.01
2012-05-11,-4806076174,-3586563649,80.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.63,-0.76
2012-05-14,-3907834775,-3077556528,80.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.81
2012-05-15,-3666917162,-2347587141,81.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,0.07
2012-05-16,-4696440014,-3066738487,81.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.21,-1.63
2012-05-17,1470625915,1593479519,81.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.53
2012-05-18,-6214802423,-4537991710,81.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.44,-1.53
2012-05-21,-2319386829,-1402496702,80.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.52
2012-05-22,1652125467,1904862129,81.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.56
2012-05-23,-2193092460,-735767927,82.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,-0.41
2012-05-24,-5376737568,-4268031058,82.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,-0.83
2012-05-25,-6079880886,-4178378899,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.74,-0.85
2012-05-28,4190650961,4157791059,82.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.62
2012-05-29,5978307721,5084740019,82.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.38
2012-05-30,-1863125043,-1542510999,83.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,-0.32
2012-05-31,-1239137804,-1482409134,83.08,,,,,,4061,5.2,,9.6,58.98,,-2.4,5.3,20.15,27.2,33.2,116970988,15313240,18699322,43.32,12004.77,13.1,3,-1.4,13.2,1.17,900048.77,50.4,84.7,-0.52,-0.39
2012-06-01,-4267458125,-2713551672,82.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.04
2012-06-04,-10374105070,-8096487821,82.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.73,-2.81
2012-06-05,-4749631921,-3807414783,82.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,-0.01
2012-06-06,-4683603748,-3580283113,82.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.06
2012-06-07,-4455272160,-3054147388,82.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,-0.6
2012-06-08,-5312379405,-4588825522,82.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.7
2012-06-11,1025670177,300972855,82.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.34
2012-06-12,-1359211247,-923773606,82.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,-0.71
2012-06-13,3878736395,2721055938,82.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.59
2012-06-14,-4336582285,-3132123235,81.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99,-0.78
2012-06-15,-5072353466,-4025695784,81.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.3
2012-06-18,657876881,616915561,81.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.51
2012-06-19,-5056819793,-4116328748,81.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,-0.88
2012-06-20,-5220353305,-4449504752,81.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,-0.23
2012-06-21,-6772521864,-4644240666,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.58
2012-06-22,,,82.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-25,-9129807216,-7161556851,82.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.63,-2.22
2012-06-26,-4020407882,-2914849406,82.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,-0.07
2012-06-27,-863148824,-1068850100,82.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,-0.31
2012-06-28,-4408299474,-3370402247,82.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.95,-0.88
2012-06-29,1431163457,1240954240,81.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.48
2012-06-30,,,,131320.6,7.6,57.7,49.4,-7.1,4136,4.3,7.6,9.5,59.05,,-2.2,1.7,20.4,24.5,28.4,82808544,20028751,31722105,42.43,11040.25,9.8,2.15,-2.08,13.6,2.77,924991.2,50.2,84.7,,
2012-07-02,89989066,-268400462,81.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.15
2012-07-03,-1456611504,-1135415003,81.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14
2012-07-04,-3471015444,-1960962745,82.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.15
2012-07-05,-6480097139,-4288118042,82.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.17,-1.4
2012-07-06,1668164202,1859850233,83.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.74
2012-07-09,-7281278655,-5679930670,83.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.37,-2.29
2012-07-10,-4660417834,-2896685254,83.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,-0.39
2012-07-11,-33108049,451708860,83.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.78
2012-07-12,4234979137,3833844863,83.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.97
2012-07-13,-1523466837,-4382578,83.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06
2012-07-16,-10721473181,-7197701963,83.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.74,-2.08
2012-07-17,-1018250857,-726109351,83.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.6
2012-07-18,-3550632266,-2556709530,82.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.01
2012-07-19,3363732399,2821906159,82.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.41
2012-07-20,-4177505160,-3124417005,83.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.74,-1.07
2012-07-23,-3493260999,-2858362960,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.26,-1.38
2012-07-24,207721705,137342408,84.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.45
2012-07-25,-2568700729,-2100498984,83.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,-0.67
2012-07-26,-2465252926,-1538054208,82.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,-0.53
2012-07-27,-3684264578,-2718120544,82.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.07
2012-07-30,-4398933640,-2905697609,82.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,-0.57
2012-07-31,-3119735832,-1812465604,82.68,,,,,,4556,4.5,,9.2,58.99,,-2.7,5.4,20.4,22.6,26.7,44110500,19787912,25146754,-20.13,10671.73,8.2,1.8,-2.87,13.9,-0.64,919072.4,50.1,88,-0.3,-0.12
2012-08-01,913418589,1128836368,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.1
2012-08-02,-2304125388,-2142650642,83.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,-1.01
2012-08-03,2031717821,1171620766,82.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.81
2012-08-06,5708725934,4644699863,82.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.35
2012-08-07,-158276241,240976197,82.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.14
2012-08-08,-2037305894,-798890313,82.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.04
2012-08-09,2802396687,2281459200,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.92
2012-08-10,-4175989262,-3636836889,82.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,-0.5
2012-08-13,-10491662705,-8620277795,82.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.51,-1.99
2012-08-14,-4697284856,-3107618474,82.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.22
2012-08-15,-2978360011,-2052193663,82.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,-1.08
2012-08-16,-3788315979,-2338241239,82.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,-0.51
2012-08-17,-2740548834,-1910110467,82.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,-0.27
2012-08-20,-771013195,-910005427,82.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,-0.51
2012-08-21,1289358481,732352292,81.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.52
2012-08-22,-3876574094,-3046743144,81.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.78
2012-08-23,-871247202,-326481184,81.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.29
2012-08-24,-6347132737,-3641421034,81.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99,-1.15
2012-08-27,-6312304668,-4626145758,81.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.74,-2.09
2012-08-28,-1190283345,-886199891,81.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.46
2012-08-29,-2220238492,-2021678992,81.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.96,-1.05
2012-08-30,-5089954482,-2681961681,81.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.16
2012-08-31,-1163781414,-902450535,81.25,,,,,,4495,3.6,,8.9,58.9,,-3.1,6.2,20.25,23.6,25.9,117935696,20549203,26660551,50.12,7863,4.2,2,-3.48,13.5,0.63,924894.59,49.2,88,-0.25,-0.29
2012-09-03,4297802572,3746292301,81.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,1.07
2012-09-04,-2159656033,-1723543421,81.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75,-1.08
2012-09-05,-318617538,-757676637,81.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,-0.21
2012-09-06,573717480,511637022,81.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.82
2012-09-07,9213209748,7845479290,80.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.48
2012-09-10,-2912881395,-2197832160,80.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.41
2012-09-11,-4310628797,-2531659351,79.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.67,-0.64
2012-09-12,-3148325035,-1531853942,79.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.35
2012-09-13,-4507386348,-2542343777,79.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76,-0.93
2012-09-14,-2407878536,-1098713166,78.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.74
2012-09-17,-10379403975,-7304140022,78.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.14,-2.45
2012-09-18,-3723412437,-2695540423,79.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.91,-1.04
2012-09-19,-406676641,105875865,79.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.49
2012-09-20,-5644116677,-3066229207,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.08,-2.24
2012-09-21,-916540871,66685893,79.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.14
2012-09-24,1555866755,1696626397,79.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.75
2012-09-25,-952354897,43267577,79.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.24
2012-09-26,-3739348993,-2090830140,79.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24,-1.14
2012-09-27,4385493007,3544548878,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.06
2012-09-28,7088340475,6393483221,79.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,1.84
2012-09-30,,,,138089.6,7.5,55,50.5,-5.5,4051,2.9,7.5,9.2,58.8,,-1.8,7.8,20.5,22.4,25.3,70797459,20182258,27669029,90.64,8258.37,11.9,1.9,-3.55,14.8,2.03,943688.75,49.8,90.7,,
2012-10-01,,,79.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-02,,,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-03,,,79.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-04,,,79.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-05,,,79.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
