证券代码,证券名称,首发上市日期,相对大盘区间涨跌幅3月前,相对大盘区间涨跌幅6月前,相对大盘区间涨跌幅52周前,"收盘价
[交易日期]最新(2020-07-21)
[复权方式]不复权","每股收益EPS(基本)
[报告期]最新一期
[单位]元","每股息税前利润
[报告期]最新一期
[单位]元","净资产收益率ROE(平均)
[报告期]最新一期
[单位]%","净资产收益率ROE(加权)
[报告期]最新一期
[单位]%","销售净利率
[报告期]最新一期
[单位]%","总资产报酬率ROA
[报告期]最新一期
[单位]%","销售毛利率
[报告期]最新一期
[单位]%","研发费用/营业总收入
[报告期]最新一期","投入资本回报率ROIC(TTM)
[交易日期]最新(2020-07-21)
[单位]%
[TTM基准日]报表公告日期","年化投入资本回报率ROIC
[报告期]最新一期
[单位]%","EBITDA/营业总收入
[报告期]最新一期
[单位]%","价值变动净收益/利润总额
[报告期]最新一期
[单位]%","经营活动产生的现金流量净额/营业收入
[报告期]最新一期
[单位]%","经营活动产生的现金流量净额/经营活动净收益
[报告期]最新一期
[单位]%","资产负债率
[报告期]最新一期
[单位]%","流动资产/总资产
[报告期]最新一期
[单位]%","非流动资产/总资产
[报告期]最新一期
[单位]%","流动比率
[报告期]最新一期","现金比率
[报告期]最新一期
[调整类型]调整前","速动比率
[报告期]最新一期","息税折旧摊销前利润/负债合计
[报告期]最新一期","存货周转天数
[报告期]最新一期
[单位]天","应收账款周转天数(含应收票据)
[报告期]最新一期
[单位]天","存货周转率
[报告期]最新一期
[单位]次","基本每股收益同比增长率
[报告期]最新一期
[单位]%","营业总收入同比增长率
[报告期]最新一期
[单位]%","收益质量风险
[报告期]最新一期"
002819.SZ,东方中科,2016-11-11,-4.717098086,-11.47070907,43.97738398,26.92,0.0381,0.06351632,1.132483192,1.04,3.675620735,0.976306053,17.36275946,3.083007631,9.866909433,4.167585145,——,1.511439234,-9.848815389,-213.4792552,43.23773988,94.39774502,5.602254984,2.246544154,0.468603379,1.971314202,——,58.30260919,69.54909856,1.543670193,6.424581006,4.811136024,——
603977.SH,国泰集团,2016-11-11,-39.73767063,-20.46999394,-23.66608944,7.3,0.03,0.046143112,0.542108377,0.54,4.365410035,0.534470408,35.70117678,5.156017132,5.242436643,1.690724704,——,10.99938631,-71.04709599,-2719.520844,32.03810977,36.47840645,63.52159355,1.940797379,0.71788815,1.644072323,——,117.6873412,152.9077754,0.764738153,50,-6.127192337,——
300563.SZ,神宇股份,2016-11-14,8.847803304,16.19832386,13.99017314,35.3,0.1736,0.215712331,2.59447889,2.59,13.92848733,2.471052781,26.97241365,3.574507952,8.958551741,9.292435907,——,——,23.78918488,156.5475743,21.36099889,56.09900995,43.90099005,2.947085048,0.524460724,2.12529172,——,131.9941989,191.8342754,0.681848148,8.296943231,22.77975367,——
300566.SZ,激智科技,2016-11-15,31.23236632,12.07648317,96.05969263,33.31,0.12,0.205147317,2.613932303,2.61,8.404501001,1.549922202,24.333308,6.46696069,4.003558519,4.229034447,——,4.153925645,-1.674174288,-19.16176582,66.14361906,61.00331146,38.99668854,0.995009532,0.310485011,0.803950387,——,115.3903387,183.1298274,0.779961312,71.42857143,18.47384693,——
300562.SZ,乐心医疗,2016-11-16,4.955283474,21.98545456,72.9697053,22.09,0.03,0.029371742,0.88216547,0.88,2.718414252,0.581216321,24.63845967,12.43836272,4.13902142,2.49223994,——,-13.15272398,17.38648314,992.9504674,37.98317925,60.63342498,39.36657502,1.609746696,0.701673707,1.355120873,——,68.24020458,94.5493698,1.318870607,200,2.139151215,——
601229.SH,上海银行,2016-11-16,-14.71931377,-15.78670465,-20.34102916,8.38,0.37,——,2.917596794,3.2825,40.08166277,——,——,——,——,——,——,51.52173361,272.0367098,1309.59588,92.00349365,——,——,——,——,——,——,——,——,——,5.714285714,0.540342896,——
300561.SZ,汇金科技,2016-11-17,13.42561029,12.74059842,29.15743093,19.97,0.02,0.028013975,0.902382229,0.71,15.97788001,0.931682104,53.4842235,15.28647077,2.412955685,3.609528916,——,20.7784889,-42.39651783,-1124.409857,9.195586255,64.51385053,35.48614947,7.898278995,1.042979393,7.115637291,——,236.5660295,311.6542881,0.380443465,-50,-29.54906449,——
603633.SH,徕木股份,2016-11-17,32.80822671,24.03362323,33.52042994,16.4,0.04,0.081312128,1.141058785,1.13,9.146236658,1.206938471,32.55308518,6.227914415,3.266082833,2.804518579,——,——,50.21554063,608.47481,43.45116329,48.10360599,51.89639401,1.210153985,0.1000876,0.671882722,——,407.7295218,272.1031135,0.220734568,-20,-6.203438189,——
002820.SZ,桂发祥,2016-11-18,0.557538364,-6.632953125,-11.07316362,12.61,0.02,0.027857596,0.411097719,0.41,4.843606781,0.504097313,46.11398386,0.81457189,5.661840198,1.644390876,——,80.58711236,22.8697584,1769.929404,4.8139543,64.4365177,35.5634823,16.65586463,2.946050498,15.31873326,——,104.7534745,18.75872636,0.859160047,-85.71428571,-41.33519436,——
002821.SZ,凯莱英,2016-11-18,7.751770584,44.92877419,134.0760883,234.16,0.47,0.509671189,3.483262215,3.48,22.71937224,3.103142798,47.69597035,11.53439608,18.03959179,13.91781589,——,-1.643806264,10.3485965,50.05930509,17.77489534,43.59794869,56.40205131,3.531017876,0.803434986,2.410303019,——,177.341377,115.2064493,0.507495777,17.5,-0.209370703,——
603858.SH,步长制药,2016-11-18,23.89209924,31.79617826,2.642289134,29.83,0.2751,0.342633364,2.206454825,2.21,11.48395747,1.858302101,77.02469111,1.812823923,11.62336253,7.193981105,——,-0.940343015,7.929917154,59.20296722,32.61679131,32.316762,67.683238,1.194073916,0.274359497,0.898351146,——,267.1124386,38.48096691,0.336936761,9.51433121,-8.463195188,——
603987.SH,康德莱,2016-11-21,36.31045643,66.46305866,135.1760327,18.19,0.07,0.188428465,1.947151616,1.94,11.70335227,2.150065761,35.38307145,4.196290588,7.313735037,5.651624787,——,1.109650789,-2.450964585,-17.38971459,30.411755,64.16397705,35.83602295,2.522033375,1.236849276,2.185893507,——,95.00514881,105.9967099,0.947317078,0,36.85946423,——
300565.SZ,科信技术,2016-11-22,39.38723766,46.86927376,21.48390088,17.31,-0.05,-0.054814431,-1.665568699,-1.67,-15.34185323,-1.161681073,36.66787884,20.25486546,-9.069783952,-5.621068412,——,——,-96.42339382,——,34.90868829,60.71584977,39.28415023,1.84394494,0.740529392,1.537129247,——,193.4214281,272.5708587,0.465305219,44.44444444,55.41527468,——
300567.SZ,精测电子,2016-11-22,-8.104910056,5.100830665,21.92007329,72.57,0.03,0.103397482,0.429149104,0.43,1.645819516,0.608269235,49.73674217,21.31170822,6.145036371,0.792385672,——,14.3098778,-100.3656193,-2693.851652,63.40618506,68.21170111,31.78829889,1.67363199,0.390664531,1.250784536,——,397.6255475,274.6200526,0.226343605,-90.90909091,-32.65929604,——
603727.SH,博迈科,2016-11-22,12.53072222,-17.98570652,-6.805186466,20,0.05,0.041067497,0.445588597,0.45,4.237148115,0.289185459,19.77352747,6.13339631,1.685994655,1.713174608,——,-27.55252091,51.99935586,1631.135718,32.93540969,52.8267843,47.1732157,1.74222704,0.210681541,1.455683965,——,190.1690847,93.76456701,0.473263045,150,46.72763266,——
603900.SH,莱绅通灵,2016-11-23,-7.339752106,-20.61910649,-44.2299429,8.05,0.035,0.045151344,0.507028819,0.51,5.282749399,0.571607991,57.98059747,——,2.947135781,2.027528457,——,17.63661397,26.42077812,573.5857394,11.60964714,92.45085164,7.549148356,8.194459152,0.446522741,2.849854208,——,1585.346757,35.91991277,0.056769915,-86.55913978,-51.7957469,——
002823.SZ,凯中精密,2016-11-24,-0.013627766,-4.674018205,20.55322933,11.85,0.06,0.112899968,1.199431641,1.2,4.053415325,1.005784746,20.00638804,5.516530768,2.183721165,2.326031334,——,——,13.24828411,7208.130685,57.75276288,34.92769646,65.07230354,1.088504514,0.272527688,0.734440844,——,95.11718674,91.6384312,0.94620124,0,-15.65584227,——
603336.SH,宏辉果蔬,2016-11-24,-35.00024999,-13.53461574,-33.36260617,13.32,0.08,0.0877759,1.853725902,1.92,9.425426406,1.55067932,18.43186517,——,5.618443734,5.481385162,——,0.095379087,1.892275175,15.23264836,35.22284541,69.05658988,30.94341012,4.159163938,1.358775747,2.705923056,——,207.4987874,143.8928008,0.433737474,14.28571429,4.400016662,——
300569.SZ,天能重工,2016-11-25,-41.97721026,-45.83230642,-24.78639226,9.99,0.135,0.280156769,1.494136383,1.49,10.55218927,1.081198936,33.67921458,2.043376285,6.990560678,3.238088371,——,——,-70.20163436,-550.2106072,64.52290868,54.49704099,45.50295901,1.107159992,0.222710853,0.750968401,——,393.287642,299.816482,0.228840142,10.02444988,-8.854490488,——
603819.SH,神力股份,2016-11-25,-26.03372752,-27.25661696,-33.75209921,10.81,0.03,0.050117232,0.588091135,0.59,2.038415929,0.736361181,11.33848019,0.804814552,8.48792179,1.730619629,——,——,-10.2804931,-2920.424012,32.2409171,67.56595917,32.43404083,2.105870064,0.280740019,1.539981745,——,88.04619626,127.5824199,1.022190666,-50,-11.12163742,——
002822.SZ,中装建设,2016-11-29,-17.30591686,-20.33370455,31.89952986,10.05,0.02,0.048744275,0.569207762,0.56,2.802453674,0.567490864,17.36935858,3.096482901,5.112244657,1.484497648,——,27.23332126,-50.98096483,-1476.785646,49.29720707,88.31443876,11.68556124,1.867423147,0.372791316,1.817352646,——,36.67877144,565.0126475,2.453735403,-60,-35.24993966,——
002825.SZ,纳尔股份,2016-11-29,-36.77731726,8.107479645,-15.22309676,15.53,0.06,0.069732506,1.15344425,1.15,4.678641049,0.944570701,20.68803769,5.866014041,4.726883157,3.862603086,——,0.926433417,4.647209357,93.65812919,27.53128554,61.44215698,38.55784302,2.247464412,0.495836385,1.717017953,——,77.07388287,53.23483232,1.16771073,-14.28571429,15.57690791,——
603323.SH,苏农银行,2016-11-29,-6.011103076,-12.51413926,-23.98551858,4.88,0.13,——,2.075153076,2.08,26.2977313,——,——,——,——,——,——,47.60600792,583.1072398,3611.53345,90.91833302,——,——,——,——,——,——,——,——,——,8.333333333,6.043294699,——
603319.SH,湘油泵,2016-11-30,-3.445922056,11.71728279,19.35609655,22.12,0.34,0.439490456,4.31636457,4.32,14.86899427,2.46347287,28.72680769,7.550079037,6.177115972,9.572589556,——,2.24560597,3.168223394,38.01034161,56.22215737,55.11163781,44.88836219,1.158451188,0.215079567,0.845602735,——,143.7487047,133.5074656,0.626092598,6.25,-6.85478549,——
300568.SZ,星源材质,2016-12-01,-49.17986325,-49.96064099,-37.9975394,19.99,0.06,0.099756575,0.598661573,0.54,12.5333192,0.455722344,43.37067654,4.616731655,1.567993154,1.359029789,——,4.298781402,1.48284244,13.54796397,47.97336152,32.75450134,67.24549866,1.136848934,0.323423664,1.011717948,——,239.4947909,304.3015921,0.375791054,-85,-22.94632062,——
603660.SH,苏州科达,2016-12-01,-33.07032528,-28.63467933,-44.00927368,9.46,-0.1914,-0.192981295,-5.353167035,-5.42,-27.0063832,-3.1698537,52.99154381,43.92972927,-2.302809706,-17.70628233,——,——,-25.57785844,——,44.81429858,80.17506475,19.82493525,2.937058728,0.920282332,2.121958841,——,367.80523,239.5864878,0.244694726,-234.6938776,-36.34912695,——
603559.SH,中通国脉,2016-12-02,-19.20822956,16.06928715,4.797754744,22.3,-0.07,-0.041097879,-1.120295497,-1.12,-4.159721055,-0.330687979,14.32997111,2.058391765,-0.317035112,-1.628263717,0.923037,——,-44.58043451,——,50.29941324,73.43449407,26.56550593,1.594968973,0.219310464,1.181742186,0.002773523,249.2897502,451.3995081,0.722051347,-187.5,-4.607540035,——
300570.SZ,太辰光,2016-12-06,-16.10626087,-34.57352097,-25.74458041,22.5,0.0553,0.054025723,0.971865177,0.97,11.55820334,0.834676871,27.23069916,7.222225974,10.97301836,3.842579588,——,9.517933052,-17.71334069,-158.0565913,11.16132056,79.60346272,20.39653728,7.77562196,5.469527948,6.657763886,——,204.6687519,76.43921482,0.439734934,-63.59447005,-53.49211492,——
300572.SZ,安车检测,2016-12-06,39.23914945,25.97465249,46.41057526,71.26,0.08,0.077021862,1.793534862,1.79,13.21631502,1.054703475,39.04598493,9.875127212,17.06311251,5.783366774,——,24.87460108,-175.1537554,-3709.338064,33.56034683,84.90784899,15.09215101,2.535458069,0.63981037,2.051335677,——,299.6493536,174.6515724,0.300351057,-50,-13.30567856,——
600909.SH,华安证券,2016-12-06,-6.298502686,5.092709625,13.18675956,8.27,0.09,——,2.331685412,2.37,39.29874418,——,——,——,——,——,——,66.86937122,41.03938827,237.402396,75.48630135,——,——,——,——,——,——,——,——,——,-30.76923077,-16.61886897,——
603033.SH,三维股份,2016-12-07,-28.27880802,28.431904,40.20668599,26.53,0.06,0.099405095,0.626494292,0.63,7.018871352,0.669211545,26.9569414,1.251725585,4.644327351,1.750966453,——,-1.90083302,10.64670711,126.3254265,36.7491983,42.03949367,57.96050633,1.960596449,0.599170618,1.606417931,——,173.5911753,308.2051457,0.518459535,-73.91304348,-31.80310318,——
002828.SZ,贝肯能源,2016-12-08,-10.72214037,-20.59322012,-34.02786948,10.02,0.0072,0.020903239,0.151099433,0.19,1.051252502,0.170225561,19.22707516,0.887722049,2.792275894,0.35816211,——,3.825695675,20.04872491,959.0704353,58.6179344,58.39224676,41.60775324,1.130389819,0.211742596,0.952716468,——,131.0667302,463.2063349,0.686673116,244,35.78348938,——
300573.SZ,兴齐眼药,2016-12-08,83.12372313,114.4419859,165.0444437,187.37,-0.13,-0.122943953,-1.850558979,-1.89,-14.4630776,-1.234232265,68.20568823,15.84342555,3.754190531,-6.321176732,——,——,2.787008455,——,28.57941438,27.00260066,72.99739934,1.256169045,0.136691841,0.76235062,——,280.1425764,78.17106937,0.321264983,-1400,-25.47750587,——
603990.SH,麦迪科技,2016-12-08,-29.34561563,3.508130435,41.47297327,47.89,-0.15,-0.132408783,-3.348723085,-3.36,-100.5627567,-2.001817812,66.62491835,65.5360881,5.71042053,-10.64957873,——,——,-117.0067153,——,32.53969173,60.67077116,39.32922884,1.878367052,0.511448841,1.730003209,——,506.3574763,1496.834277,0.177740044,-275,-59.98618659,——
002826.SZ,易明医药,2016-12-09,-8.516435536,4.382714535,6.442097944,11.88,0.03,0.040734855,0.910354577,0.91,6.211985532,0.980634492,29.41622027,0.624512936,5.496645274,3.38181962,——,4.099982406,-14.48630396,-3374.685337,14.36622781,42.6977854,57.3022146,3.051267199,0.7839588,2.788446745,——,38.42380068,68.5785407,2.342298222,0,-9.300120157,——
002827.SZ,高争民爆,2016-12-09,34.72582186,25.35910128,15.11748855,13.21,-0.06,-0.054981166,-2.066096344,-2.07,-26.00137102,-1.257837084,19.04288815,——,1.794522769,-6.901005342,——,——,-27.5898418,——,27.21161197,36.15032943,63.84967057,1.750089288,0.640380342,1.657182062,——,35.5935067,297.8476565,2.528551086,-100,36.52686094,——
603036.SH,如通股份,2016-12-09,-5.886066566,-15.5420975,-30.5281302,9.76,0.06,0.064357881,1.118472127,1.13,19.1950199,1.093537723,40.24092081,5.11090201,6.49578515,4.430679838,——,35.59545595,-10.3063555,-55.76308871,10.00806449,87.00842943,12.99157057,10.69941517,4.547730042,9.068124937,——,397.5640178,327.6924536,0.226378636,100,-1.484626835,——
603928.SH,兴业股份,2016-12-12,-18.27019475,-6.109595075,-19.72145967,12.19,0.12,0.154161252,1.886125329,1.89,9.760854301,2.022467162,23.81393147,3.122428985,9.132519698,7.544218462,——,3.927494756,23.76598046,200.5258521,12.25033564,61.51173986,38.48826014,5.479771553,0.192818437,5.078427829,——,31.92288377,172.1969384,2.819294167,-29.41176471,-17.82379478,——
002829.SZ,星网宇达,2016-12-13,12.70097528,30.35159206,64.25964613,36.36,0.07,0.141421667,1.170691628,1.17,17.46711427,1.496758867,52.55164971,14.02062132,1.63532677,3.674980924,——,-3.028106733,-43.12601661,-243.4677098,33.54738063,59.28391227,40.71608773,2.372699238,0.139220823,1.749317245,——,450.3631142,313.2319546,0.199838746,133.3333333,23.24445362,——
002830.SZ,名雕股份,2016-12-13,-3.169397746,-9.883902665,-30.68082896,13.42,-0.19,-0.263027935,-4.108758314,-4.11,-27.21969968,-2.798270256,9.673818494,3.143650335,2.586742697,-16.43503326,——,——,-112.8590835,——,47.4834799,45.0003937,54.9996063,0.948849614,0.682697277,0.889368266,——,36.1329078,4.511706316,2.490804242,-46.15384615,-24.92572698,——
300571.SZ,平治信息,2016-12-13,-15.66949497,-17.27142081,19.75008033,52.47,0.47,0.650805847,6.548043025,8.93,18.46150836,3.687332976,31.60210767,2.967377094,13.29439482,14.81626215,——,0.545131012,-59.4936218,-280.7180014,53.9924268,80.44339141,19.55660859,1.59436679,0.339749616,1.438182958,——,53.58287057,253.6810614,1.679641255,-7.843137255,24.79541687,——
603708.SH,家家悦,2016-12-13,13.11058533,60.02135175,76.50780722,40.97,0.29,0.357651908,5.857423185,5.86,3.342173815,2.481105957,21.43360161,——,12.32560134,18.50383157,——,1.758176591,13.95395819,322.2506859,63.28423021,52.85930933,47.14069067,0.84806566,0.422397017,0.566377834,——,40.13142369,0.811726685,2.242631627,26.08695652,38.96399557,——
603585.SH,苏利股份,2016-12-14,-25.31257367,-17.54604202,-33.34926022,18.95,0.22,0.321851726,1.975505687,1.97,16.69419295,2.011205261,31.02545383,6.386928806,12.69622075,7.655074815,——,0.311775906,1.587360024,8.097527226,10.77804478,62.53626135,37.46373865,5.967958476,3.890448575,5.10151736,——,96.12172451,73.64198282,0.936312789,-50,-26.94900482,——
002831.SZ,裕同科技,2016-12-16,31.67854291,9.230790835,72.58614366,34.24,0.163,0.237784031,2.217529876,2.22,7.823801549,1.661592715,25.30618004,4.784836885,9.74164424,5.483844795,——,1.614891737,16.88380769,225.1938422,46.13448692,56.8533375,43.1466625,1.473148477,0.411965096,1.24892487,——,69.24283616,186.685608,1.299773449,-7.543959161,2.136153078,——
603098.SH,森特股份,2016-12-16,-16.10906455,-16.33684137,-27.13508241,9.73,0.09,0.124300333,2.046195752,2.05,7.117127347,1.257017164,18.74801478,3.706897312,5.794555238,4.579224567,——,-2.638160615,-19.97318809,-252.1223386,56.06870101,86.35124846,13.64875154,2.015463143,0.413704397,1.928570731,——,106.8180672,274.9840915,0.842554095,12.5,3.633599676,——
603878.SH,武进不锈,2016-12-19,-43.61973784,-39.82392485,-28.50179729,8.35,0.2,0.238063913,2.352681758,2.35,12.28480046,2.17278289,21.02207823,1.401177692,10.41318086,8.162779044,——,5.804048456,17.9309884,132.2072865,22.54334758,75.81447398,24.18552602,3.627567524,0.490560196,2.177770709,——,244.1963348,106.9676777,0.3685559,-31.03448276,-24.05614201,——
300575.SZ,中旗股份,2016-12-20,40.0348921,56.25345656,67.20320784,46.67,0.38,0.466104275,3.831762784,3.84,10.79519131,2.715304265,22.20911524,1.493672223,6.550246851,10.75817974,——,1.600368456,-2.047819809,-14.49227896,41.31898662,49.08581287,50.91418713,1.786474013,0.710708939,1.367555487,——,68.79827551,38.23936681,1.308172325,-33.33333333,-16.91556877,——
300576.SZ,容大感光,2016-12-20,14.90241182,102.5251127,176.3354824,55.68,0.07,0.077053171,1.712394661,1.86,8.519975741,1.311993651,31.06861819,6.060212852,6.429777482,5.560691088,——,0.082657369,3.59685661,35.99170167,32.69886708,70.07802513,29.92197487,2.185070884,0.2776612,1.775255608,——,123.1437657,183.2716122,0.730853077,-12.5,-8.408090676,——
300581.SZ,晨曦航空,2016-12-20,-18.77683347,-14.1330631,-10.41879754,16.56,-0.0543,-0.064639537,-1.41805488,-1.42,-41.10692022,-1.392829814,41.74734769,17.37901875,5.410222046,-5.577389526,——,——,-9.668535768,-215.1779088,16.80022072,82.09218753,17.90781247,5.015941309,0.996608945,3.357334208,——,1414.618218,1217.406364,0.063621406,-371.5,-5.390526887,——
603823.SH,百合花,2016-12-20,-63.29149924,-34.73819487,-10.80575766,18.01,0.14,0.180615601,1.960764312,1.96,8.649393643,1.510137547,22.02095152,3.427185018,12.08122206,6.857381051,——,2.912557484,6.35082862,62.50354285,29.74578914,57.95109304,42.04890696,2.163457086,0.385320582,1.5228546,——,148.2805168,149.219776,0.60695769,-17.64705882,-15.30246369,——
300577.SZ,开润股份,2016-12-21,-11.27749783,-28.48514113,-29.42249653,29.86,0.15,0.233977704,3.663359347,3.69,6.253382255,2.513789562,31.49313058,4.489713433,14.44036985,9.556044345,——,3.501629756,-9.282664158,-121.0675005,52.98419864,77.10366176,22.89633824,1.747403364,0.521354367,1.170057918,——,130.9466382,65.27538013,0.687302868,-28.57142857,-10.29600177,——
603416.SH,信捷电气,2016-12-21,34.22007057,74.53185788,117.2696634,55.45,0.34,0.383310094,3.845558199,3.85,28.58571355,3.584660455,43.7533312,8.425856071,14.06416421,15.12566887,——,13.63444372,15.46037684,56.25960593,18.97318127,77.90523524,22.09476476,4.386502415,0.445522892,3.365103358,——,250.2750598,31.91589627,0.359604349,54.54545455,23.24334047,——
603577.SH,汇金通,2016-12-22,-28.78037381,1.794513265,-7.732997396,11.91,0.1146,0.179740339,1.882568643,1.85,4.991384208,1.501910939,19.97893354,2.959388758,3.288998829,4.33370586,——,-2.618357976,-19.62608743,-286.3513739,47.62518289,74.76674197,25.23325803,1.773914562,0.213401802,0.891083066,——,224.3664491,89.02127623,0.401129493,103.5523979,54.46674089,——
002832.SZ,比音勒芬,2016-12-23,-29.63155611,-42.54577691,-45.69802761,17.34,0.31,0.358113401,4.838871793,4.84,26.49207512,4.297918746,60.83006072,2.624800734,17.61595115,18.72326263,——,3.694723434,29.66867712,102.0045394,21.33516545,76.84497327,23.15502673,3.818946732,0.825383759,2.504520382,——,428.1402138,35.72483613,0.210211508,-26.19047619,-22.34122437,——
300579.SZ,数字认证,2016-12-23,-26.28932385,-6.562038655,57.55794059,44.01,-0.0432,-0.055671893,-1.158726249,-1.17,-8.817907983,-0.790243743,65.76294349,46.71535396,12.71102844,-4.634904996,——,——,-168.3889649,——,45.52230348,87.46670413,12.53329587,1.962463443,0.551126838,1.596934184,——,558.5174816,274.9488361,0.161140883,-217.7111717,-22.76808107,——
603058.SH,永吉股份,2016-12-23,34.76057527,34.84070435,29.34056623,10.9,0.11,0.115426761,4.20437324,3.45,38.07576119,3.904153395,41.30186918,——,14.0520626,16.27113961,——,16.91005383,44.18005211,129.1558805,13.50232632,64.93221052,35.06778948,8.214860031,4.40457037,7.525686132,——,93.85101705,118.5628907,0.958966699,83.33333333,18.25944136,——
600996.SH,贵广网络,2016-12-26,-19.87102832,-23.56853833,-33.49681738,7.55,-0.09,-0.044338972,-2.080388706,-2.08,-17.84459841,-0.313124285,9.918090544,5.002624966,0.603532519,-3.779533446,——,——,10.00633469,——,67.98358047,31.94809653,68.05190347,0.849450221,0.156403521,0.818920885,——,32.49762082,240.8670182,2.769433507,-280,-14.2332823,——
603298.SH,杭叉集团,2016-12-27,-9.095316046,-12.44755309,-4.653725656,13.19,0.25,0.28704439,3.480128119,3.49,7.669821878,2.653105124,21.00839451,4.634725935,14.1203053,13.53113696,——,19.7631529,-0.730486021,-9.552964447,32.62234294,59.04845509,40.95154491,1.861017138,0.449703656,1.339342269,——,59.57194677,35.27577761,1.510778225,8.695652174,-7.698277542,——
002833.SZ,弘亚数控,2016-12-28,-21.9768117,-29.97528347,-7.764064796,36.02,0.42,0.507580767,3.905939736,3.91,19.56631377,3.474096543,30.30738745,3.982592874,17.4347453,14.20790261,——,12.0340399,1.998899152,11.31131134,22.64736639,50.71005405,49.28994595,2.721397091,0.333331548,2.009814358,——,110.0009386,17.39898659,0.818174837,-26.31578947,0.041383395,——
002835.SZ,同为股份,2016-12-28,15.09259149,-7.722888075,33.78860294,13.23,0.03,0.033048749,1.042446214,1.04,5.645379002,0.809458439,33.07569461,16.58371375,6.219313722,3.894085884,——,-16.96614822,-50.48780963,-689.1880626,20.95140759,65.10498486,34.89501514,3.124843843,1.376715258,2.288515069,——,151.4700123,99.31540413,0.594177016,175,22.32313281,——
300582.SZ,英飞特,2016-12-28,-1.422485396,-4.684576755,8.677370184,13.88,0.08,0.096697762,1.521727507,1.59,9.56993209,1.088589782,40.30828469,7.427841093,7.287383504,4.657891887,——,——,3.485479854,30.08592319,39.24292233,36.6720784,63.3279216,1.140950508,0.383979606,0.923955077,——,109.4503898,141.4029177,0.822290356,-11.11111111,-22.35076768,——
603218.SH,日月股份,2016-12-28,-16.4183429,-20.90171034,-12.92392293,19.39,0.25,0.285757801,3.613509374,3.61,15.65437287,2.233984504,26.31027848,3.611824649,9.6554573,9.291116068,——,0.851948561,33.84262159,199.6564413,47.50293131,76.19175725,23.80824275,2.431953101,0.804287933,2.178311789,——,76.13920062,117.0917697,1.182045507,66.66666667,23.60625562,——
603886.SH,元祖股份,2016-12-28,-14.22722908,-15.37213236,-44.09662339,16.79,-0.13,-0.124309192,-2.092939279,-2.1,-9.835194846,-1.222433438,61.21267838,1.101356902,15.34345291,-8.371757118,——,——,-10.71004975,——,41.37808132,58.91191429,41.08808571,1.443066205,0.174157649,1.392181091,——,42.26106646,18.54128697,2.129619708,-333.3333333,-7.85122716,——
002836.SZ,新宏泽,2016-12-29,-24.54094826,-6.768487025,-19.94702745,11.99,0.03,0.044949002,1.366750867,1.28,9.691840349,1.103326144,32.80484176,5.967000835,3.787828575,4.382474198,——,——,19.33429669,156.1498777,28.51756269,53.77833769,46.22166231,3.053669453,0.38631826,2.82500087,——,68.18496583,129.2096227,1.319939064,-66.66666667,-50.08487188,——
002837.SZ,英维克,2016-12-29,-54.84648011,-19.36069545,74.1625005,28.36,0.05,0.064770233,0.842887305,0.84,5.135071428,0.600181324,35.63891498,8.362611816,9.128654458,2.37603254,——,0.682076153,-43.60445839,-877.0284867,45.03880457,69.83394486,30.16605514,1.59662659,0.323978304,1.267819117,——,207.6502671,268.4018651,0.433421065,66.66666667,17.70406341,——
300585.SZ,奥联电子,2016-12-29,-8.042523526,-22.04805311,-6.099108756,14.88,0.0218,0.028274997,0.712483814,0.71,4.18344214,0.576211738,34.84889254,11.18897931,3.036257853,2.165156768,——,-9.5663357,13.56015358,333.3233619,35.65432347,49.01027382,50.98972618,1.466753193,0.279934213,1.087789023,——,171.6885454,154.1062089,0.524205035,-32.08722741,-9.096537937,——
603239.SH,浙江仙通,2016-12-30,23.33874212,43.47093727,76.96080652,17.26,0.12,0.123176255,3.133957346,3.13,22.6389742,2.80900573,43.14901336,4.279545632,9.388775949,11.98015319,——,——,-14.82310254,-53.4818198,12.63362289,63.46378086,36.53621914,5.332319722,1.654464838,4.667966236,——,115.8206493,156.2949773,0.777063507,20,-10.26246223,——
603929.SH,亚翔集成,2016-12-30,0.581657104,-4.187720365,-11.22801333,16.38,-0.06,-0.068425273,-1.062031962,-1.06,-9.01873717,-0.738080347,8.876013406,3.396804414,4.371615222,-4.117862022,——,——,-135.3356115,——,36.87166039,95.84762443,4.152375574,2.599527664,0.523258853,2.412521173,——,199.3737607,390.1719365,0.451413464,-133.3333333,-76.68335225,——
601375.SH,中原证券,2017-01-03,4.068472524,-2.324424335,3.532579554,5.94,-0.02,——,-0.696257363,-0.7,-13.6349236,——,——,——,——,——,——,——,271.8182067,——,77.76950733,——,——,——,——,——,——,——,——,——,-140,-33.65762078,——
603186.SH,华正新材,2017-01-03,-28.51905692,-1.338449795,40.79915234,46.78,0.14,0.217084658,2.346129727,2.35,4.338195744,1.148008248,20.51461005,6.096007591,5.183504652,3.597089693,——,-6.210644721,2.96081506,94.80100085,68.93830335,57.91679262,42.08320738,0.963382606,0.168991612,0.807047066,——,64.76830707,161.0624567,1.389568511,27.27272727,-6.844813023,——
